Unnamed: 0,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Score
12565,0.76892936,0.8844647,0.7126,0.8563,0.7171402,0.8585701,0.63505566,0.81752783,0.7059854,0.8529927,0.745598,0.87279904,0.6373947,0.81869733,0.740183,0.8700915,0.67522556,0.83761275,0.70500827,0.85250413
12656,0.6596409,0.82982045,0.7236223,0.86181116,0.63655365,0.8182768,0.62233925,0.8111696,0.67141765,0.83570886,0.6098498,0.8049249,0.6258949,0.81294745,0.6997028,0.84985137,0.67767024,0.8388351,0.6808518,0.8404259
12674,0.7600996,0.8800498,0.66891503,0.8344575,0.695848,0.847924,0.6381859,0.819093,0.6898823,0.84494114,0.77473414,0.88736707,0.6680062,0.8340031,0.715602,0.85780096,0.72294086,0.86147046,0.7553311,0.8776655
12687,0.60082334,0.8004117,0.62844574,0.8142229,0.58420765,0.7921038,0.56493706,0.78246856,0.6169786,0.8084893,0.6605048,0.8302524,0.6363629,0.81818146,0.7141161,0.85705805,0.682735,0.8413675,0.7050836,0.8525418
12736,0.7876239,0.89381194,0.7317743,0.86588717,0.67505693,0.83752847,0.69075,0.845375,0.74141115,0.8707056,0.7108153,0.85540766,0.7070584,0.8535292,0.74214435,0.8710722,0.696761,0.8483805,0.72541213,0.86270607
13078,0.7632698,0.8816349,0.7239771,0.86198854,0.6867196,0.8433598,0.6692817,0.83464086,0.74523914,0.87261957,0.74059784,0.8702989,0.70513713,0.85256857,0.7526517,0.87632585,0.6897621,0.84488106,0.7221525,0.86107624
13080,0.7220791,0.8610395,0.70897084,0.8544854,0.7064154,0.8532077,0.64804476,0.8240224,0.6537448,0.8268724,0.63458574,0.81729287,0.5783143,0.78915715,0.70568,0.85284,0.6653608,0.8326804,0.64410293,0.82205147
13146,0.75384504,0.8769225,0.73387975,0.8669399,0.6489831,0.82449156,0.66847503,0.8342375,0.71660566,0.85830283,0.6935797,0.84678984,0.68562436,0.8428122,0.71999276,0.8599964,0.7465893,0.87329465,0.73450494,0.86725247
13147,0.77020735,0.8851037,0.7324467,0.86622334,0.70474154,0.85237074,0.6749586,0.8374793,0.7317968,0.8658984,0.6550156,0.8275078,0.6539308,0.8269654,0.70649076,0.8532454,0.7045457,0.85227287,0.7160691,0.85803455
13148,0.66893417,0.83446705,0.6314,0.8157,0.62570477,0.8128524,0.58717525,0.7935876,0.65441847,0.82720923,0.5824547,0.79122734,0.5601231,0.78006154,0.6242099,0.81210494,0.5431725,0.77158624,0.5326718,0.7663359
13149,0.70688415,0.8534421,0.65506077,0.8275304,0.58119416,0.7905971,0.54735845,0.77367926,0.66148984,0.8307449,0.6015495,0.80077475,0.56641746,0.7832087,0.59192705,0.7959635,0.6222404,0.8111202,0.6170318,0.8085159
13150,0.78281915,0.8914096,0.8124358,0.90621793,0.7514543,0.8757272,0.67946935,0.8397347,0.7728143,0.88640714,0.76360273,0.88180137,0.72415847,0.86207926,0.8051839,0.90259194,0.7598944,0.8799472,0.77148366,0.88574183
13196,0.72652686,0.8632634,0.70405716,0.8520286,0.6680753,0.83403766,0.6111872,0.8055936,0.6507319,0.82536596,0.6413995,0.82069975,0.59331965,0.7966598,0.6544891,0.8272445,0.6339736,0.8169868,0.6363106,0.8181553
13382,0.72063255,0.8603163,0.70912087,0.85456043,0.6975316,0.8487658,0.64224607,0.821123,0.66527176,0.8326359,0.6869575,0.84347874,0.6553758,0.82768786,0.69373107,0.84686553,0.67877114,0.83938557,0.7332469,0.86662346
13461,0.7055682,0.8527841,0.6537165,0.8268583,0.7022675,0.85113376,0.5932368,0.7966184,0.6590493,0.82952464,0.66978276,0.8348914,0.61818707,0.80909353,0.69152766,0.8457638,0.6454096,0.8227048,0.6622571,0.83112854
13475,0.74267906,0.87133956,0.68504727,0.84252363,0.6869887,0.84349436,0.60978556,0.8048928,0.687696,0.843848,0.710179,0.8550895,0.647082,0.823541,0.72701293,0.86350644,0.6650517,0.83252585,0.70302576,0.8515129
13477,0.7121837,0.85609186,0.6518407,0.82592034,0.6786487,0.83932436,0.59255224,0.7962761,0.6682563,0.83412814,0.67731094,0.8386555,0.6126075,0.80630374,0.6844791,0.84223956,0.5834878,0.7917439,0.6661251,0.8330625
13537,0.7569909,0.87849545,0.6949971,0.84749854,0.7307743,0.86538714,0.6440004,0.8220002,0.6987864,0.8493932,0.7286825,0.86434126,0.64746183,0.82373095,0.7130332,0.8565166,0.6452019,0.82260096,0.70960325,0.85480165
13893,0.7675434,0.88377166,0.7039649,0.8519825,0.7141957,0.85709786,0.6341485,0.81707424,0.7140846,0.8570423,0.7144452,0.85722256,0.62975806,0.81487906,0.7053994,0.8526997,0.6344296,0.8172148,0.68708766,0.8435438
13897,0.6836824,0.8418412,0.6227417,0.81137085,0.60027564,0.8001378,0.6019041,0.8009521,0.56544465,0.78272235,0.56444716,0.7822236,0.51102805,0.755514,0.601145,0.8005725,0.5933695,0.79668474,0.55067325,0.7753366
14744,0.73806685,0.86903346,0.6720363,0.83601815,0.67810076,0.8390504,0.64942074,0.82471037,0.6322894,0.8161447,0.66205263,0.8310263,0.6041448,0.8020724,0.6484493,0.82422465,0.6716037,0.83580184,0.6782789,0.83913946
14862,0.7864897,0.89324486,0.710914,0.855457,0.6742225,0.83711123,0.6577083,0.82885414,0.73249567,0.86624783,0.70599127,0.85299563,0.6708189,0.83540946,0.7443204,0.8721602,0.6744435,0.83722174,0.70648503,0.8532425
14882,0.81097007,0.90548503,0.8186433,0.90932167,0.76065046,0.8803252,0.71715355,0.8585768,0.7749687,0.8874843,0.6865989,0.84329945,0.6748976,0.83744884,0.7739688,0.8869844,0.709517,0.8547585,0.69993246,0.8499662
14890,0.7956346,0.8978173,0.7405379,0.87026894,0.68173313,0.84086657,0.6470337,0.82351685,0.74170053,0.87085027,0.7757694,0.88788474,0.6982009,0.8491005,0.7750695,0.88753474,0.743689,0.87184453,0.7885213,0.89426064
14906,0.60531723,0.8026586,0.56049246,0.78024626,0.56686234,0.7834312,0.5898609,0.79493046,0.5569599,0.77847993,0.5098935,0.7549467,0.512318,0.756159,0.5574752,0.7787376,0.57262933,0.78631467,0.53474486,0.7673724
14907,0.5625951,0.78129756,0.6015401,0.80077004,0.53702366,0.76851183,0.49779576,0.7488979,0.5823853,0.79119265,0.52147526,0.76073766,0.5683143,0.78415716,0.5953766,0.7976883,0.5501247,0.7750623,0.5327419,0.76637095
14914,0.7163235,0.85816175,0.64608264,0.8230413,0.6228187,0.81140935,0.59903586,0.7995179,0.6371367,0.81856835,0.6256527,0.81282634,0.55964124,0.7798206,0.6314554,0.8157277,0.62861466,0.81430733,0.59657043,0.79828525
14916,0.6997564,0.8498782,0.7111287,0.85556436,0.6222091,0.81110454,0.6443685,0.82218426,0.641101,0.8205505,0.63406754,0.81703377,0.64196366,0.82098186,0.68647134,0.8432357,0.67669606,0.83834803,0.6707039,0.83535194
14930,0.7648892,0.8824446,0.6711601,0.83558005,0.6703898,0.8351949,0.61928177,0.8096409,0.7242564,0.8621282,0.74870443,0.8743522,0.65669644,0.8283482,0.7111205,0.85556024,0.68603426,0.8430171,0.7142456,0.8571228
14932,0.61609125,0.8080456,0.65676606,0.828383,0.6415688,0.8207844,0.54336077,0.77168036,0.61057293,0.80528647,0.619588,0.809794,0.58329034,0.79164517,0.6547292,0.82736456,0.6748297,0.83741486,0.6376072,0.8188036
14939,0.72855574,0.86427784,0.67322755,0.8366138,0.6816482,0.8408241,0.59429085,0.7971454,0.6862568,0.84312844,0.7697184,0.8848592,0.6819126,0.84095633,0.7054297,0.85271484,0.6900549,0.84502745,0.76310414,0.8815521
14947,0.72479117,0.8623956,0.70532835,0.8526642,0.6837914,0.8418957,0.64231074,0.82115537,0.6682568,0.8341284,0.67371744,0.83685875,0.61876273,0.80938137,0.68862903,0.8443145,0.68693244,0.8434662,0.6895939,0.84479696
15180,0.63969624,0.8198481,0.6036701,0.80183506,0.645209,0.82260454,0.59339464,0.7966973,0.5586176,0.7793088,0.57519644,0.78759825,0.48200226,0.7410011,0.55114985,0.7755749,0.5952727,0.7976364,0.56471056,0.7823553
15240,0.69356,0.84678,0.68532884,0.8426644,0.62559307,0.81279653,0.58183914,0.79091954,0.69023234,0.84511614,0.6268536,0.8134268,0.6705091,0.83525455,0.66317534,0.8315877,0.6320545,0.8160273,0.687766,0.84388304
15339,0.6595466,0.8297733,0.71395016,0.8569751,0.632655,0.8163275,0.6133585,0.80667925,0.61426055,0.8071303,0.61345613,0.80672807,0.5983782,0.7991891,0.6914735,0.84573674,0.6255251,0.81276256,0.6661557,0.83307785
15419,0.7828362,0.8914181,0.68831295,0.8441565,0.74284625,0.8714231,0.65308416,0.8265421,0.67133653,0.83566827,0.69514066,0.8475703,0.59855735,0.7992787,0.7035141,0.85175705,0.6562655,0.82813275,0.6904517,0.8452258
15425,0.7628045,0.88140225,0.66747075,0.83373535,0.69941735,0.8497087,0.6941653,0.8470826,0.6972268,0.8486134,0.67525935,0.8376297,0.60118186,0.80059093,0.667238,0.833619,0.66926414,0.83463204,0.68249965,0.8412498
15426,0.7614634,0.8807317,0.73092437,0.8654622,0.70567644,0.8528382,0.6511892,0.8255946,0.68034333,0.8401717,0.70348686,0.85174346,0.6636894,0.8318447,0.71929216,0.8596461,0.6952565,0.84762824,0.7166163,0.85830814
15474,0.7057198,0.8528599,0.7079835,0.85399175,0.6646761,0.83233804,0.60097516,0.8004876,0.7079184,0.8539592,0.7578649,0.8789325,0.69161963,0.8458098,0.720546,0.860273,0.71297693,0.85648847,0.7717078,0.8858539
15519,0.7392223,0.86961114,0.74025345,0.8701267,0.6685436,0.8342718,0.6003393,0.80016965,0.7367332,0.8683666,0.70549357,0.8527468,0.7049242,0.8524621,0.6975583,0.84877914,0.6593746,0.8296873,0.70779306,0.8538965
15524,0.68368626,0.8418431,0.6954704,0.84773517,0.6456398,0.8228199,0.61979115,0.8098956,0.6570287,0.82851434,0.6795087,0.83975434,0.67247754,0.83623874,0.6971917,0.84859586,0.71656454,0.85828227,0.7281452,0.86407256
15589,0.75850105,0.8792505,0.7285999,0.86429995,0.7072232,0.8536116,0.6686139,0.83430696,0.69828105,0.8491405,0.6706176,0.8353088,0.66983306,0.83491653,0.69578457,0.8478923,0.6903902,0.8451951,0.72685087,0.86342543
15679,0.6128653,0.80643266,0.5751445,0.78757226,0.4743607,0.73718035,0.5587498,0.7793749,0.6168376,0.8084188,0.6472118,0.8236059,0.66695845,0.8334792,0.6036805,0.80184025,0.6738411,0.83692056,0.68703204,0.843516
15743,0.72839,0.864195,0.71673435,0.8583672,0.6660799,0.83303994,0.61020017,0.8051001,0.6964195,0.84820974,0.67867863,0.8393393,0.6944616,0.8472308,0.71650195,0.858251,0.68964744,0.8448237,0.7184941,0.8592471
16036,0.69323623,0.8466181,0.6716962,0.8358481,0.59515655,0.7975783,0.6589809,0.8294904,0.63631666,0.8181583,0.60564137,0.8028207,0.5874001,0.79370004,0.6679784,0.8339892,0.6439221,0.82196105,0.6378064,0.8189032
16039,0.6671268,0.8335634,0.6660038,0.8330019,0.66264623,0.83132315,0.7072078,0.8536039,0.5697164,0.7848582,0.521852,0.760926,0.5047231,0.75236154,0.6436555,0.82182777,0.62558043,0.8127902,0.53727305,0.7686365
16064,0.7406149,0.87030745,0.7739392,0.88696957,0.6786916,0.8393458,0.70342594,0.85171294,0.76139367,0.88069683,0.71041155,0.8552058,0.7373393,0.8686696,0.7846575,0.89232874,0.75664985,0.8783249,0.75287485,0.8764374
