,CV_doordash_pm_Raw_Score,CV_doordash_pm_Score,CV_apple_pm_Raw_Score,CV_apple_pm_Score,CV_samsara_pm_Raw_Score,CV_samsara_pm_Score,CV_yelp_pm_Raw_Score,CV_yelp_pm_Score,CV_match_pm_Raw_Score,CV_match_pm_Score,CV_i2c_ux_Raw_Score,CV_i2c_ux_Score,CV_adobe_ux_Raw_Score,CV_adobe_ux_Score,CV_amazon_ux_Raw_Score,CV_amazon_ux_Score,CV_rowan_ux_Raw_Score,CV_rowan_ux_Score,CV_google_ux_Raw_Score,CV_google_ux_Score
12504,0.68783104,0.8439155,0.68082035,0.8404102,0.71518016,0.8575901,0.6758871,0.83794355,0.6643021,0.83215106,0.6034454,0.8017227,0.5964544,0.7982272,0.707443,0.8537215,0.6550941,0.8275471,0.6201761,0.81008804
12505,0.6589469,0.82947344,0.6164703,0.80823517,0.65944815,0.8297241,0.56592095,0.7829605,0.6138349,0.8069174,0.66582716,0.8329136,0.56683993,0.78341997,0.6414677,0.82073385,0.67095566,0.8354778,0.6523206,0.8261603
12506,0.6405635,0.82028174,0.63704884,0.8185244,0.6296997,0.81484985,0.5559116,0.7779558,0.61504805,0.807524,0.6235611,0.8117806,0.58715874,0.79357934,0.6279526,0.8139763,0.5981214,0.7990607,0.6339073,0.81695366
12507,0.67837036,0.8391852,0.7010634,0.8505317,0.6770915,0.83854574,0.6069387,0.80346936,0.72784215,0.86392105,0.7582309,0.87911546,0.7619493,0.88097465,0.7456353,0.87281764,0.77404815,0.88702404,0.7900339,0.8950169
12508,0.7604491,0.8802246,0.6581425,0.8290713,0.6706884,0.8353442,0.5723133,0.78615665,0.6999544,0.8499772,0.7333014,0.8666507,0.6246011,0.81230056,0.68418956,0.8420948,0.6311947,0.81559736,0.69006133,0.84503067
12509,0.7178248,0.8589124,0.69839084,0.8491954,0.7480674,0.8740337,0.6398872,0.8199436,0.6792595,0.83962977,0.68807906,0.84403956,0.6366384,0.8183192,0.7077627,0.85388136,0.714772,0.857386,0.68319505,0.84159756
12510,0.5422523,0.77112615,0.5747913,0.78739566,0.5524087,0.77620435,0.54486346,0.77243173,0.49666852,0.7483343,0.54935396,0.774677,0.5335108,0.7667554,0.5616935,0.7808467,0.6026375,0.80131876,0.5896044,0.7948022
12511,0.6166104,0.8083052,0.58105433,0.79052716,0.5554907,0.77774537,0.51316774,0.75658387,0.5737029,0.7868514,0.66723835,0.8336192,0.6034163,0.80170816,0.6070705,0.8035352,0.64698327,0.82349163,0.6371877,0.81859386
12512,0.6529537,0.8264768,0.6386711,0.8193356,0.60298824,0.8014941,0.6112633,0.80563164,0.6459048,0.8229524,0.6320543,0.81602716,0.6540808,0.82704043,0.64709044,0.8235452,0.71826804,0.859134,0.6956022,0.8478011
12513,0.6537845,0.82689226,0.5900365,0.79501826,0.6323768,0.8161884,0.57758677,0.7887934,0.58039415,0.7901971,0.63106513,0.81553257,0.55294394,0.776472,0.63038194,0.815191,0.62124014,0.81062007,0.61666286,0.80833143
12514,0.71473575,0.8573679,0.69910014,0.84955007,0.6970259,0.84851295,0.67244685,0.8362234,0.6770122,0.8385061,0.6800288,0.8400144,0.6111231,0.80556154,0.6972463,0.84862316,0.68673635,0.8433682,0.67390376,0.83695185
12515,0.7514461,0.87572306,0.7198888,0.8599444,0.73495877,0.8674794,0.67512214,0.8375611,0.6928318,0.8464159,0.6683258,0.8341629,0.62627065,0.8131353,0.7472986,0.8736493,0.70682126,0.8534106,0.67284995,0.83642495
12516,0.7143806,0.8571903,0.7392092,0.8696046,0.7628014,0.8814007,0.6881603,0.84408015,0.6871557,0.84357786,0.61933476,0.80966735,0.64426166,0.8221308,0.7257185,0.86285925,0.6883018,0.8441509,0.67011106,0.83505553
12518,0.686746,0.843373,0.7455885,0.8727943,0.71809006,0.859045,0.6620323,0.8310162,0.72691154,0.8634558,0.70435345,0.8521767,0.71993524,0.8599676,0.7692195,0.88460976,0.73435175,0.8671759,0.74371624,0.8718581
12519,0.6350617,0.8175309,0.5786003,0.78930014,0.627319,0.8136595,0.5422073,0.7711036,0.53286695,0.7664335,0.5266348,0.7633174,0.4872647,0.7436323,0.5626763,0.78133816,0.54579985,0.7728999,0.5436616,0.7718308
12520,0.721709,0.8608545,0.6596519,0.82982594,0.6649616,0.8324808,0.63902986,0.81951493,0.6779666,0.8389833,0.7353853,0.86769265,0.6589167,0.82945836,0.70543814,0.85271907,0.6626011,0.83130056,0.7135817,0.85679084
12521,0.7268325,0.86341625,0.66528195,0.832641,0.6953203,0.8476602,0.6105813,0.80529064,0.6925541,0.84627706,0.68546295,0.8427315,0.63194793,0.815974,0.6982329,0.84911644,0.6200838,0.8100419,0.7018136,0.8509068
12523,0.60321224,0.8016061,0.6154624,0.8077312,0.59949887,0.79974943,0.5865098,0.7932549,0.54212976,0.7710649,0.59289527,0.79644763,0.55346406,0.776732,0.61453104,0.8072655,0.61693954,0.8084698,0.6423347,0.82116735
12525,0.8456943,0.92284715,0.7312501,0.865625,0.7796248,0.8898124,0.70434225,0.8521711,0.78100526,0.89050263,0.7542511,0.87712556,0.70710206,0.85355103,0.76939726,0.8846986,0.7208011,0.86040056,0.7316029,0.86580145
12526,0.76263106,0.8813155,0.7115869,0.8557935,0.72762024,0.8638101,0.67104006,0.83552,0.7169105,0.85845524,0.7350633,0.86753166,0.67948216,0.8397411,0.74711,0.873555,0.70456934,0.85228467,0.7342597,0.86712986
12527,0.75133365,0.87566686,0.69573855,0.8478693,0.6812781,0.84063905,0.6209565,0.8104782,0.68670905,0.8433545,0.75434744,0.8771737,0.6388444,0.8194222,0.7191612,0.85958064,0.6874727,0.84373635,0.6938429,0.84692144
12528,0.6244533,0.81222665,0.5891689,0.79458445,0.65707004,0.828535,0.5333942,0.7666971,0.569286,0.784643,0.6460911,0.82304555,0.5288068,0.7644034,0.6204158,0.8102079,0.6339834,0.8169917,0.5948051,0.79740256
12529,0.7313006,0.8656503,0.62224877,0.8111244,0.6793033,0.83965164,0.5550056,0.7775028,0.66377366,0.8318868,0.6681423,0.83407116,0.54377335,0.7718867,0.6658689,0.83293444,0.5664829,0.78324145,0.59364253,0.79682124
12530,0.5745406,0.7872703,0.52156055,0.7607803,0.53212357,0.7660618,0.49345914,0.74672955,0.4572541,0.7286271,0.47369337,0.7368467,0.42023414,0.7101171,0.47346246,0.73673123,0.46420884,0.7321044,0.47869122,0.7393456
12531,0.5537597,0.77687985,0.5958452,0.7979226,0.63148284,0.8157414,0.5160334,0.7580167,0.5584765,0.7792382,0.56262517,0.7813126,0.56633127,0.78316563,0.58425415,0.7921271,0.6102029,0.80510145,0.61523294,0.8076165
12532,0.7093563,0.85467815,0.63174224,0.8158711,0.65722644,0.8286132,0.57156384,0.7857819,0.6142366,0.8071183,0.6126714,0.8063357,0.53314614,0.7665731,0.5984486,0.79922426,0.5767033,0.78835166,0.58975077,0.7948754
12533,0.74160635,0.8708032,0.7274795,0.8637397,0.72755015,0.8637751,0.6419432,0.8209716,0.73143715,0.8657186,0.7094356,0.8547178,0.7022192,0.8511096,0.7392721,0.86963606,0.6814549,0.84072745,0.70976746,0.85488373
12565,0.72780854,0.86390424,0.7131438,0.8565719,0.7142379,0.85711896,0.6493574,0.82467866,0.67772424,0.8388621,0.7086474,0.8543237,0.646705,0.82335246,0.7337966,0.8668983,0.7093568,0.8546784,0.71965307,0.85982656
12656,0.64738977,0.8236949,0.691972,0.845986,0.6179616,0.8089808,0.58734465,0.7936723,0.62996453,0.8149823,0.58834815,0.7941741,0.5764617,0.78823084,0.67774713,0.83887357,0.6411383,0.82056916,0.63093364,0.8154668
12674,0.7237579,0.861879,0.6832224,0.8416112,0.7163602,0.8581801,0.6256679,0.81283396,0.6588267,0.82941335,0.7207956,0.8603978,0.6277303,0.8138652,0.70490384,0.8524519,0.682693,0.8413465,0.6820363,0.84101814
12687,0.6564287,0.82821435,0.6758592,0.8379296,0.59945655,0.7997283,0.6186042,0.8093021,0.63288057,0.8164403,0.64273906,0.8213695,0.6515449,0.82577246,0.65741205,0.828706,0.6689247,0.83446234,0.667038,0.833519
12736,0.6877301,0.84386504,0.64748776,0.8237439,0.5678394,0.7839197,0.6442738,0.8221369,0.6429533,0.82147664,0.57017934,0.7850897,0.62102115,0.8105106,0.6419592,0.8209796,0.6340563,0.81702816,0.5995321,0.79976606
13078,0.775728,0.887864,0.7247435,0.86237174,0.7412058,0.8706029,0.66656286,0.8332814,0.77199274,0.88599634,0.78046,0.89023,0.7185285,0.85926425,0.78032786,0.8901639,0.72549784,0.8627489,0.77051216,0.88525605
13080,0.71595633,0.85797817,0.6859432,0.84297156,0.70432913,0.85216457,0.6507517,0.82537585,0.6361876,0.8180938,0.6298754,0.8149377,0.5401164,0.7700582,0.68443525,0.8422176,0.66300607,0.83150303,0.62873125,0.8143656
13146,0.7255002,0.8627501,0.700648,0.85032403,0.6639435,0.83197176,0.65573454,0.82786727,0.64488757,0.8224438,0.6614989,0.83074945,0.6242392,0.8121196,0.6698512,0.8349256,0.73510146,0.86755073,0.718477,0.8592385
13147,0.70478195,0.852391,0.663218,0.831609,0.63219404,0.816097,0.6520503,0.8260251,0.65906584,0.8295329,0.5574982,0.7787491,0.570051,0.7850255,0.622754,0.811377,0.6178554,0.8089277,0.6067635,0.80338174
13148,0.6454865,0.82274324,0.56381595,0.781908,0.6236107,0.81180537,0.540763,0.7703815,0.6159808,0.80799043,0.54000676,0.7700034,0.4736315,0.73681575,0.6020399,0.8010199,0.47641754,0.7382088,0.49675262,0.7483763
13149,0.6230096,0.81150484,0.6017802,0.8008901,0.5382185,0.76910925,0.5483754,0.7741877,0.57000715,0.78500354,0.54018,0.77009,0.54239,0.771195,0.547825,0.7739125,0.56043106,0.7802155,0.6041072,0.8020536
13150,0.7241362,0.86206806,0.6707275,0.83536375,0.6646594,0.8323297,0.6624663,0.83123314,0.6686242,0.8343121,0.64950335,0.8247517,0.56630427,0.7831521,0.6800618,0.8400309,0.6037789,0.8018894,0.6196816,0.8098408
13196,0.6140018,0.8070009,0.6615683,0.83078414,0.5888853,0.79444265,0.5498147,0.77490735,0.53568244,0.7678412,0.45708382,0.7285419,0.4725483,0.7362741,0.5270843,0.7635422,0.54762685,0.7738134,0.47301167,0.73650587
13382,0.7231374,0.8615687,0.6881779,0.8440889,0.672407,0.83620346,0.62794936,0.8139747,0.6759874,0.83799374,0.7000934,0.8500467,0.6464407,0.8232204,0.6928652,0.84643257,0.66061366,0.8303068,0.71948874,0.85974437
13461,0.52905476,0.7645274,0.5417883,0.77089417,0.59494406,0.797472,0.4890362,0.7445181,0.494415,0.7472075,0.5073161,0.75365806,0.5109906,0.7554953,0.5292332,0.7646166,0.5393411,0.76967055,0.53694403,0.768472
13475,0.6711479,0.8355739,0.63260555,0.8163028,0.6492504,0.8246252,0.53860027,0.7693001,0.6515578,0.8257789,0.6699769,0.8349885,0.5950863,0.79754317,0.67890704,0.8394535,0.6172247,0.80861235,0.6602819,0.83014095
13477,0.75963056,0.8798153,0.656139,0.8280695,0.68008745,0.8400437,0.6395856,0.8197928,0.67771286,0.83885646,0.67605656,0.8380283,0.6348653,0.81743264,0.68860435,0.8443022,0.598621,0.7993105,0.6770961,0.83854806
13537,0.746164,0.87308204,0.68452895,0.8422645,0.7590325,0.87951624,0.66944075,0.8347204,0.6885328,0.8442664,0.70973814,0.85486907,0.62632793,0.813164,0.7146865,0.85734326,0.6497024,0.8248512,0.7077601,0.85388005
13893,0.7355268,0.8677634,0.73427117,0.8671356,0.74356014,0.87178004,0.69578505,0.8478925,0.7008934,0.8504467,0.5955807,0.79779035,0.60178244,0.8008912,0.695874,0.847937,0.60093546,0.8004677,0.6306071,0.81530356
13897,0.7002728,0.8501364,0.6492382,0.8246191,0.6576451,0.82882255,0.6295493,0.81477463,0.60528064,0.8026403,0.53236467,0.7661823,0.50325936,0.7516297,0.62662387,0.81331193,0.61503243,0.8075162,0.5545772,0.77728856
14744,0.70369303,0.8518465,0.61833173,0.80916584,0.6482301,0.82411504,0.6255908,0.8127954,0.5874038,0.7937019,0.64921063,0.82460535,0.55394137,0.7769707,0.6264467,0.81322336,0.6392808,0.8196404,0.64812994,0.82406497
14862,0.73760915,0.8688046,0.6903696,0.8451848,0.68810415,0.8440521,0.65447426,0.8272371,0.71256924,0.8562846,0.67082465,0.8354123,0.6424268,0.82121336,0.7227702,0.8613851,0.68339646,0.8416982,0.6856004,0.8428002
14882,0.7897346,0.8948673,0.79661894,0.89830947,0.7605553,0.88027763,0.6836605,0.84183025,0.81283534,0.90641767,0.7383274,0.8691637,0.7191334,0.8595667,0.7954118,0.8977059,0.7073915,0.85369575,0.735041,0.8675205
14890,0.7270807,0.86354035,0.6519735,0.82598674,0.6510021,0.8255011,0.5918677,0.79593384,0.6638464,0.8319232,0.7019062,0.8509531,0.61070496,0.80535245,0.72927964,0.8646398,0.6610078,0.83050394,0.6832495,0.84162474
14906,0.58245677,0.7912284,0.56233823,0.7811691,0.54916334,0.7745817,0.5638875,0.78194374,0.5513068,0.77565336,0.4997532,0.7498766,0.51990354,0.7599518,0.5600766,0.7800383,0.5658579,0.78292894,0.5456259,0.77281296
14907,0.57015765,0.7850788,0.60179496,0.8008975,0.572353,0.7861765,0.55084777,0.7754239,0.6067701,0.803385,0.59732294,0.7986615,0.597674,0.798837,0.6365415,0.81827074,0.6222829,0.8111415,0.6359806,0.8179903
14914,0.6725834,0.8362917,0.584778,0.79238904,0.567593,0.7837965,0.5810938,0.7905469,0.591969,0.7959845,0.5654313,0.7827157,0.5220425,0.76102126,0.5948774,0.79743874,0.57084084,0.7854204,0.54650426,0.7732521
14916,0.59068596,0.795343,0.5672519,0.78362596,0.52571344,0.7628567,0.56909406,0.78454703,0.5206185,0.7603092,0.5318985,0.76594925,0.5449027,0.77245134,0.55548334,0.7777417,0.54728925,0.7736446,0.5756904,0.7878452
14930,0.7304078,0.86520386,0.59507203,0.797536,0.6516975,0.82584876,0.5747669,0.78738344,0.6676229,0.83381146,0.7267895,0.86339474,0.60553443,0.8027672,0.6691525,0.83457625,0.6568743,0.82843715,0.6960923,0.8480462
14932,0.60010177,0.80005085,0.6724012,0.8362006,0.6306469,0.8153235,0.5461217,0.77306086,0.59695286,0.79847646,0.5936159,0.79680794,0.57877743,0.7893887,0.6425728,0.82128644,0.6860895,0.84304476,0.6267092,0.8133546
14939,0.7468336,0.8734168,0.687172,0.84358597,0.67946184,0.8397309,0.59416413,0.79708207,0.7071389,0.85356945,0.75254476,0.8762724,0.7020725,0.85103625,0.70469856,0.8523493,0.68524414,0.84262204,0.756008,0.878004
14947,0.70061433,0.85030717,0.68636006,0.84318006,0.6582018,0.8291009,0.6242641,0.81213206,0.63865757,0.8193288,0.64287,0.821435,0.5954733,0.79773664,0.6542717,0.82713586,0.6619501,0.83097506,0.6585635,0.82928175
15180,0.6197369,0.80986845,0.58475775,0.7923789,0.5978493,0.7989247,0.5784538,0.7892269,0.52623683,0.7631184,0.53742325,0.7687116,0.47661847,0.73830926,0.511264,0.75563204,0.5737902,0.7868951,0.5266834,0.76334167
15240,0.6549407,0.82747036,0.61723995,0.80862,0.59213334,0.79606664,0.5547937,0.77739686,0.6534356,0.8267178,0.62633705,0.8131685,0.6366993,0.81834966,0.6298963,0.81494814,0.61476886,0.80738443,0.6879181,0.8439591
15339,0.50120765,0.7506038,0.6068543,0.80342716,0.5556526,0.7778263,0.5279989,0.76399946,0.47505337,0.73752666,0.38370305,0.6918515,0.3633921,0.68169606,0.53513014,0.7675651,0.4295888,0.7147944,0.4055835,0.70279175
15419,0.69912225,0.8495611,0.6413366,0.82066834,0.66525614,0.8326281,0.5964445,0.79822224,0.6001073,0.80005366,0.62210333,0.81105167,0.59239143,0.79619575,0.6431737,0.82158685,0.59142244,0.7957112,0.6428764,0.8214382
15425,0.7489497,0.8744749,0.6602299,0.83011496,0.7155117,0.85775584,0.65371275,0.8268564,0.68788606,0.843943,0.6637326,0.83186626,0.55386597,0.77693295,0.66961014,0.8348051,0.6173705,0.80868524,0.63873434,0.8193672
15426,0.5949537,0.7974769,0.62745374,0.8137269,0.53708184,0.7685409,0.50838894,0.7541945,0.55402815,0.7770141,0.5344205,0.76721025,0.50442946,0.7522147,0.57663226,0.78831613,0.5787455,0.78937274,0.5535697,0.77678484
15474,0.55640924,0.7782046,0.6146517,0.80732584,0.5678996,0.7839498,0.57540524,0.7877026,0.51446116,0.7572306,0.4505058,0.72525287,0.42367795,0.71183896,0.52361643,0.7618082,0.49780244,0.74890125,0.49219048,0.74609524
15519,0.6007438,0.8003719,0.66421604,0.832108,0.61973965,0.8098698,0.5825814,0.7912907,0.6054052,0.8027026,0.5407539,0.7703769,0.56277335,0.7813867,0.60577995,0.80288994,0.6065453,0.80327266,0.5824686,0.7912343
15524,0.6808895,0.84044474,0.68262786,0.84131396,0.6704668,0.8352334,0.61440194,0.80720097,0.6482465,0.82412326,0.66579366,0.8328968,0.6165292,0.8082646,0.685317,0.8426585,0.69151604,0.845758,0.7058326,0.8529163
15589,0.6644739,0.83223695,0.6556468,0.8278234,0.65162635,0.8258132,0.60901344,0.8045067,0.5867409,0.7933705,0.52673626,0.7633681,0.5339639,0.76698196,0.5887358,0.7943679,0.5699663,0.78498316,0.5641698,0.78208494
15679,0.49175566,0.74587786,0.51252514,0.75626254,0.41837,0.709185,0.5002321,0.75011605,0.52445745,0.7622287,0.4900618,0.7450309,0.5918196,0.79590976,0.48691618,0.7434581,0.5780588,0.78902936,0.58414614,0.7920731
15743,0.7148851,0.85744256,0.7278562,0.8639281,0.65951216,0.8297561,0.6259332,0.8129666,0.6756531,0.83782655,0.6242209,0.8121104,0.66436744,0.8321837,0.6908777,0.84543884,0.66997105,0.8349855,0.6745864,0.8372932
16036,0.6300717,0.8150358,0.5829891,0.79149455,0.5706721,0.785336,0.6065694,0.8032847,0.5648633,0.78243166,0.50949264,0.7547463,0.44957298,0.7247865,0.5782894,0.7891447,0.53066987,0.76533496,0.5068167,0.7534083
16039,0.65891576,0.8294579,0.6522223,0.82611114,0.6670343,0.8335172,0.6933794,0.8466897,0.57166255,0.7858313,0.5211923,0.76059616,0.4915926,0.7457963,0.6489998,0.8244999,0.60837924,0.8041896,0.5395758,0.7697879
16064,0.7809943,0.89049715,0.8165796,0.9082898,0.7637772,0.8818886,0.7806393,0.89031965,0.7757113,0.88785565,0.66789114,0.8339456,0.6947278,0.8473639,0.7989572,0.8994786,0.73372483,0.8668624,0.7301865,0.86509323
