,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
12454,0.7890301,0.89451504,0.6987311,0.8493656,0.66423833,0.83211917,0.61851203,0.809256,0.7665642,0.88328207,0.77315336,0.88657665,0.70302695,0.8515135,0.7429883,0.8714942,0.7140979,0.857049,0.7327031,0.86635154
12455,0.7548961,0.8774481,0.6832104,0.8416052,0.715187,0.85759354,0.61755776,0.8087789,0.67791057,0.8389553,0.7325916,0.8662958,0.61573005,0.807865,0.697315,0.8486575,0.6809149,0.84045744,0.6875195,0.8437598
12456,0.7920379,0.896019,0.7176098,0.85880494,0.736835,0.8684175,0.643384,0.821692,0.72624016,0.8631201,0.7221112,0.8610556,0.65637743,0.8281887,0.72809887,0.86404943,0.6654279,0.83271396,0.691764,0.845882
12457,0.72144556,0.8607228,0.68857175,0.84428585,0.69151103,0.8457555,0.61756706,0.80878353,0.6972633,0.8486316,0.7349839,0.86749196,0.6991899,0.84959495,0.7245033,0.86225164,0.6883328,0.8441664,0.6754049,0.83770245
12458,0.7662964,0.8831482,0.70787156,0.8539358,0.7361807,0.8680904,0.6499783,0.82498914,0.6969389,0.84846944,0.7208423,0.8604212,0.60111237,0.8005562,0.7313229,0.86566144,0.65600514,0.8280026,0.6648002,0.8324001
12459,0.712888,0.856444,0.63096595,0.815483,0.6110261,0.805513,0.5508227,0.77541137,0.6600813,0.8300407,0.7282213,0.86411065,0.65802187,0.82901096,0.67909825,0.8395491,0.6170526,0.8085263,0.66591024,0.8329551
12460,0.7619148,0.88095737,0.6702062,0.8351031,0.66640115,0.8332006,0.5892172,0.7946086,0.7424774,0.8712387,0.83396804,0.916984,0.7155881,0.85779405,0.7475868,0.87379336,0.7364202,0.8682101,0.76386774,0.88193387
12461,0.7476967,0.8738483,0.64554,0.82277,0.6830684,0.8415342,0.6142762,0.8071381,0.6598768,0.8299384,0.76217294,0.88108647,0.61476076,0.8073804,0.6948861,0.84744304,0.6709608,0.8354804,0.6874455,0.84372276
12462,0.72536767,0.86268383,0.6909904,0.8454952,0.71908784,0.8595439,0.5899023,0.79495114,0.67115194,0.83557594,0.7306086,0.8653043,0.60551465,0.8027573,0.69597626,0.8479881,0.697309,0.8486545,0.683588,0.841794
12463,0.6889522,0.8444761,0.6384126,0.8192063,0.6719855,0.83599275,0.5568419,0.7784209,0.66128147,0.83064073,0.74001014,0.8700051,0.6717274,0.8358637,0.67711186,0.83855593,0.68773234,0.84386617,0.71138954,0.8556948
12464,0.7507044,0.8753522,0.674323,0.83716154,0.6989221,0.8494611,0.6128086,0.8064043,0.71716726,0.8585836,0.7658552,0.8829276,0.6404972,0.8202486,0.7217174,0.8608587,0.688146,0.844073,0.7077496,0.8538748
12465,0.73791885,0.8689594,0.6960503,0.84802514,0.66307664,0.8315383,0.61713684,0.8085684,0.67012703,0.8350635,0.6961124,0.8480562,0.6476034,0.8238017,0.68518054,0.8425903,0.65329593,0.826648,0.6690015,0.8345008
12466,0.6706792,0.8353396,0.5801642,0.7900821,0.5850105,0.79250526,0.50914794,0.75457394,0.62025565,0.81012785,0.68022966,0.84011483,0.595801,0.7979005,0.6097605,0.80488026,0.5872987,0.7936493,0.62842065,0.8142103
12467,0.67147046,0.8357352,0.66592884,0.8329644,0.6515837,0.82579184,0.633211,0.8166055,0.618866,0.809433,0.6725775,0.83628875,0.6258615,0.81293076,0.72587097,0.8629355,0.6974611,0.84873056,0.66617954,0.83308977
12468,0.68334085,0.8416704,0.63437855,0.8171893,0.64246094,0.8212305,0.540524,0.770262,0.6987821,0.84939104,0.70076853,0.85038424,0.67828643,0.8391432,0.65926266,0.8296313,0.64970493,0.82485247,0.66680264,0.8334013
12469,0.5607592,0.7803796,0.6170529,0.80852646,0.5522882,0.7761441,0.5345316,0.7672658,0.57373834,0.78686917,0.60077447,0.80038726,0.5904963,0.79524815,0.638394,0.819197,0.6825566,0.8412783,0.6731123,0.83655614
12470,0.7995297,0.89976484,0.7433772,0.8716886,0.74747276,0.8737364,0.65292096,0.8264605,0.78813887,0.89406943,0.8098371,0.90491855,0.7204567,0.86022836,0.81802356,0.9090118,0.7083192,0.8541596,0.7645234,0.8822617
12471,0.82028496,0.9101425,0.74264735,0.8713237,0.70482516,0.8524126,0.6561297,0.82806486,0.7997518,0.8998759,0.80021006,0.900105,0.7272972,0.8636486,0.79137766,0.89568883,0.73457116,0.8672856,0.78842866,0.89421433
12472,0.76043975,0.8802199,0.75397253,0.87698627,0.6930411,0.84652054,0.6676677,0.8338338,0.72433996,0.86217,0.7611587,0.88057935,0.66587996,0.83294,0.78815746,0.89407873,0.7647135,0.88235676,0.7423055,0.87115276
12473,0.72332764,0.8616638,0.6946446,0.8473223,0.64858925,0.8242946,0.6454683,0.8227341,0.7021071,0.85105354,0.7073774,0.8536887,0.7103826,0.8551913,0.7117926,0.8558963,0.6616055,0.83080274,0.70628965,0.8531448
12474,0.6011463,0.8005731,0.57760715,0.7888036,0.61146605,0.805733,0.5539942,0.7769971,0.5653696,0.7826848,0.6569693,0.82848465,0.5711652,0.7855826,0.6135223,0.80676115,0.62314177,0.8115709,0.6082553,0.8041277
12475,0.63132006,0.81566,0.6036859,0.8018429,0.5743419,0.78717095,0.58281136,0.7914057,0.5967481,0.79837406,0.6008503,0.8004252,0.5982196,0.7991098,0.6098385,0.80491924,0.62994635,0.8149732,0.589966,0.794983
12476,0.72797143,0.8639857,0.6677382,0.8338691,0.65075696,0.8253785,0.5721195,0.78605974,0.7329998,0.8664999,0.7506834,0.8753417,0.7183176,0.8591588,0.73339665,0.8666983,0.6818534,0.8409267,0.7173979,0.85869896
12477,0.63950837,0.8197542,0.59176946,0.7958847,0.58575463,0.7928773,0.61712676,0.80856335,0.5821507,0.79107535,0.6404066,0.8202033,0.58685577,0.7934279,0.63923216,0.8196161,0.63241404,0.81620705,0.6658906,0.8329453
12478,0.6788771,0.83943856,0.6298851,0.81494254,0.62176734,0.81088364,0.61092556,0.8054628,0.63945913,0.81972957,0.69606626,0.84803313,0.59623957,0.7981198,0.69175935,0.8458797,0.6736796,0.8368398,0.6703764,0.8351882
12479,0.6235342,0.8117671,0.56739855,0.7836993,0.5949563,0.79747814,0.49095815,0.7454791,0.5679808,0.7839904,0.6563777,0.82818884,0.5483693,0.77418464,0.61192393,0.80596197,0.6128612,0.8064306,0.60759544,0.8037977
12480,0.73872787,0.8693639,0.68886256,0.8444313,0.6905261,0.84526306,0.63173664,0.8158683,0.6842793,0.84213966,0.7350402,0.8675201,0.62407804,0.812039,0.7116395,0.85581976,0.6693364,0.83466816,0.67173976,0.8358699
12481,0.74112797,0.870564,0.6818814,0.8409407,0.68374246,0.84187126,0.65662754,0.82831377,0.688321,0.8441605,0.7321417,0.86607087,0.66525805,0.832629,0.7223037,0.8611518,0.71693504,0.8584675,0.7181183,0.85905915
12482,0.7708619,0.88543093,0.6944245,0.84721226,0.68646884,0.8432344,0.60666317,0.8033316,0.74729776,0.8736489,0.7922446,0.89612234,0.7172379,0.858619,0.73654926,0.8682746,0.69196177,0.8459809,0.739046,0.869523
12483,0.7058532,0.8529266,0.6937642,0.8468821,0.6604216,0.8302108,0.6132208,0.8066104,0.6631354,0.8315677,0.72908646,0.8645432,0.6685854,0.8342927,0.704889,0.8524445,0.7080182,0.8540091,0.71796596,0.858983
12484,0.67772675,0.8388634,0.6427119,0.82135594,0.6582676,0.8291338,0.5484258,0.7742129,0.6737633,0.83688164,0.65908337,0.8295417,0.5655632,0.7827816,0.6569414,0.8284707,0.62656367,0.81328183,0.64658606,0.82329303
12485,0.6953801,0.84769005,0.65488094,0.8274405,0.6609857,0.83049285,0.57578254,0.78789127,0.66396403,0.831982,0.73791754,0.8689588,0.6620005,0.8310002,0.7173713,0.8586856,0.6662428,0.8331214,0.70041054,0.8502053
12486,0.729888,0.864944,0.71258485,0.8562924,0.7034577,0.85172886,0.6250793,0.81253964,0.6855231,0.8427615,0.6892248,0.84461236,0.64658326,0.82329166,0.73068655,0.8653433,0.6742971,0.83714855,0.6499362,0.8249681
12487,0.7730297,0.88651484,0.71906996,0.859535,0.7097105,0.85485524,0.6050803,0.8025402,0.73293865,0.8664693,0.7854079,0.89270395,0.7096719,0.854836,0.76091933,0.88045967,0.7141243,0.85706216,0.74888134,0.87444067
12488,0.651778,0.825889,0.7239734,0.8619867,0.70186174,0.85093087,0.63564336,0.8178217,0.67100686,0.83550346,0.6446128,0.8223064,0.6092365,0.80461824,0.6974896,0.8487448,0.6955685,0.8477843,0.654386,0.827193
12489,0.5976471,0.79882354,0.59928215,0.7996411,0.6110871,0.80554354,0.53824824,0.76912415,0.56126404,0.780632,0.59641206,0.79820603,0.5744039,0.78720194,0.62582326,0.8129116,0.5674116,0.78370583,0.57694733,0.78847367
12490,0.57326853,0.78663427,0.5439942,0.7719971,0.50778973,0.75389487,0.5382321,0.76911604,0.501009,0.7505045,0.54411256,0.7720563,0.5161095,0.75805473,0.5200557,0.7600279,0.58182275,0.7909114,0.5355506,0.7677753
12491,0.70612824,0.8530641,0.65392375,0.8269619,0.67393935,0.8369697,0.6148156,0.8074078,0.63873494,0.81936747,0.6752255,0.83761275,0.61389124,0.8069456,0.6634226,0.8317113,0.6548096,0.8274048,0.6547362,0.82736814
12492,0.6963198,0.8481599,0.64307874,0.8215394,0.66461486,0.83230746,0.6209091,0.81045455,0.6215295,0.8107648,0.66720116,0.8336006,0.58762693,0.79381347,0.6662871,0.8331436,0.6554154,0.8277077,0.5966524,0.7983262
12493,0.680254,0.840127,0.66248614,0.83124304,0.66451854,0.8322593,0.6030518,0.8015259,0.6509415,0.82547075,0.7165919,0.8582959,0.65746915,0.8287346,0.70609903,0.8530495,0.70245636,0.8512282,0.7005441,0.85027206
12494,0.70757365,0.8537868,0.6557695,0.8278848,0.6423818,0.8211909,0.5937185,0.79685926,0.64952266,0.82476133,0.73039556,0.8651978,0.6731162,0.8365581,0.6736226,0.8368113,0.7260486,0.8630243,0.71506804,0.85753405
12495,0.7366463,0.86832315,0.68823004,0.844115,0.6771211,0.8385606,0.6108107,0.8054054,0.6886017,0.84430087,0.79303813,0.89651906,0.6714235,0.8357117,0.7534905,0.8767452,0.7234471,0.86172354,0.7417171,0.87085855
12496,0.76283324,0.8814166,0.72465754,0.86232877,0.72186196,0.860931,0.6281856,0.81409276,0.73998094,0.86999047,0.79290307,0.89645153,0.7158083,0.85790414,0.7708651,0.88543254,0.7635679,0.88178396,0.7696341,0.88481706
12497,0.7952376,0.8976188,0.721349,0.8606745,0.71640795,0.858204,0.6288061,0.81440306,0.7527504,0.8763752,0.7882609,0.89413047,0.6865058,0.8432529,0.74824965,0.8741248,0.70460916,0.8523046,0.73831314,0.8691566
12498,0.6985437,0.8492719,0.7156863,0.85784316,0.7017695,0.85088474,0.63960564,0.8198028,0.64409626,0.8220481,0.6663808,0.83319044,0.62714493,0.81357247,0.6979848,0.8489924,0.69256926,0.8462846,0.6763478,0.83817387
12499,0.72693735,0.86346865,0.66549283,0.8327464,0.6921674,0.8460837,0.56472015,0.7823601,0.7159407,0.85797036,0.7207588,0.8603794,0.64395416,0.8219771,0.70593166,0.85296583,0.61870384,0.8093519,0.672142,0.836071
12500,0.6981437,0.84907186,0.61403894,0.8070195,0.58861077,0.7943054,0.48307243,0.7415362,0.69716775,0.8485839,0.7289386,0.8644693,0.6418158,0.8209079,0.65435237,0.8271762,0.6055834,0.8027917,0.66344994,0.831725
12501,0.616302,0.808151,0.5577549,0.77887744,0.5704518,0.78522587,0.51036704,0.7551835,0.5567572,0.7783786,0.54075027,0.77037513,0.502632,0.751316,0.50895417,0.7544771,0.5391651,0.7695825,0.5287946,0.76439726
12502,0.71501505,0.8575075,0.7161368,0.8580684,0.6667596,0.8333798,0.6204543,0.81022716,0.7275516,0.8637758,0.6393787,0.8196894,0.6544961,0.82724804,0.69411445,0.8470572,0.6323847,0.8161924,0.6260059,0.81300294
12503,0.62341833,0.81170917,0.5798408,0.7899204,0.60241354,0.80120677,0.53855366,0.76927686,0.56792015,0.7839601,0.6419728,0.8209864,0.54274094,0.7713705,0.60927725,0.8046386,0.63357353,0.81678677,0.5823051,0.79115254
12504,0.76640475,0.8832024,0.7394607,0.86973035,0.75391006,0.87695503,0.71822417,0.8591121,0.6971259,0.84856296,0.67559814,0.8377991,0.61888194,0.809441,0.73904526,0.86952263,0.6681813,0.83409065,0.64802897,0.8240145
12505,0.68240714,0.8412036,0.6414738,0.8207369,0.6507634,0.8253817,0.5616996,0.7808498,0.6320838,0.8160419,0.70388246,0.8519412,0.5886252,0.7943126,0.6571245,0.82856226,0.67824936,0.8391247,0.6586434,0.82932174
12506,0.7570125,0.87850624,0.6964178,0.8482089,0.69290817,0.8464541,0.6224887,0.81124437,0.7170829,0.8585415,0.7258868,0.8629434,0.6646874,0.8323437,0.7026264,0.85131323,0.66142964,0.8307148,0.70781237,0.85390615
12507,0.5973269,0.79866344,0.66400397,0.832002,0.66471565,0.8323578,0.58363044,0.7918152,0.65582,0.82791,0.5822571,0.7911285,0.6315413,0.8157706,0.6365868,0.8182934,0.66651165,0.8332558,0.6434815,0.82174075
12508,0.737163,0.86858153,0.6372474,0.81862366,0.64286053,0.82143027,0.5562399,0.7781199,0.6980605,0.84903026,0.6875361,0.84376806,0.57873493,0.78936744,0.6618484,0.8309242,0.58831406,0.794157,0.6164629,0.8082315
12509,0.67401695,0.8370085,0.6483491,0.8241745,0.65782607,0.82891303,0.6052282,0.8026141,0.61901695,0.80950844,0.68196756,0.84098375,0.60093766,0.8004688,0.6671072,0.8335536,0.6570737,0.82853687,0.6723579,0.83617896
12510,0.7373387,0.8686694,0.7043276,0.8521638,0.6773737,0.8386868,0.6464852,0.8232426,0.69938576,0.8496929,0.7361944,0.8680972,0.68228424,0.8411421,0.7226727,0.86133635,0.70977366,0.85488683,0.73135465,0.86567736
12511,0.67670506,0.83835256,0.65295684,0.8264784,0.62339187,0.81169593,0.5528731,0.77643657,0.6181892,0.8090946,0.69316924,0.8465846,0.6034951,0.80174756,0.6486434,0.8243217,0.66810447,0.8340522,0.6418586,0.8209293
12512,0.5870534,0.7935267,0.5820767,0.7910384,0.500053,0.75002646,0.52005666,0.76002836,0.5745651,0.7872826,0.5348779,0.76743895,0.55266774,0.77633387,0.5586274,0.7793137,0.6192968,0.8096484,0.5601175,0.78005874
12513,0.6378453,0.81892264,0.5928948,0.7964474,0.62212396,0.811062,0.5742471,0.78712356,0.5764924,0.7882462,0.61564624,0.8078231,0.5411038,0.7705519,0.62561774,0.8128089,0.60879165,0.8043958,0.586459,0.79322946
12514,0.77777123,0.8888856,0.7546402,0.8773201,0.74743044,0.8737152,0.6557402,0.82787013,0.7792584,0.8896292,0.7757289,0.8878645,0.6748898,0.8374449,0.77383006,0.886915,0.7171385,0.85856926,0.72960496,0.8648025
12515,0.7082169,0.85410845,0.65150076,0.82575035,0.629863,0.8149315,0.5919838,0.7959919,0.65105176,0.8255259,0.6912286,0.8456143,0.60390913,0.80195457,0.70721555,0.8536078,0.6825651,0.84128255,0.6539457,0.82697284
12516,0.78030944,0.8901547,0.7100802,0.8550401,0.727239,0.8636195,0.6654593,0.83272964,0.7402124,0.8701062,0.6838478,0.8419239,0.6706315,0.83531576,0.73621833,0.86810917,0.67329764,0.8366488,0.6818805,0.84094024
12518,0.69514716,0.8475736,0.7420489,0.8710245,0.68057346,0.84028673,0.64277875,0.8213894,0.74321127,0.87160563,0.71057856,0.8552893,0.74614584,0.8730729,0.75512683,0.8775634,0.73328286,0.8666414,0.73608685,0.8680434
12519,0.6996647,0.84983236,0.6686076,0.8343038,0.65296316,0.8264816,0.550086,0.775043,0.6468304,0.82341516,0.653579,0.8267895,0.61029196,0.805146,0.6482916,0.8241458,0.61003786,0.8050189,0.6289495,0.81447476
12520,0.7325785,0.86628926,0.6570157,0.82850784,0.6570134,0.8285067,0.57353365,0.7867668,0.68094075,0.8404704,0.7425019,0.871251,0.6150828,0.8075414,0.67737705,0.8386885,0.6561738,0.8280869,0.6966839,0.84834194
12521,0.76485443,0.8824272,0.66086984,0.8304349,0.6971863,0.8485931,0.58128595,0.790643,0.71826977,0.8591349,0.7608594,0.8804297,0.6409482,0.8204741,0.7222774,0.8611387,0.6509094,0.8254547,0.7150886,0.8575443
12523,0.67925835,0.8396292,0.6527832,0.8263916,0.6485132,0.8242566,0.61262584,0.8063129,0.6269136,0.8134568,0.6927427,0.84637135,0.62069803,0.810349,0.67176044,0.8358802,0.67216694,0.8360835,0.6981385,0.84906924
12525,0.828037,0.9140185,0.7171779,0.85858893,0.75253105,0.8762655,0.6234108,0.8117054,0.80924684,0.9046234,0.8141086,0.9070543,0.7406478,0.8703239,0.77728975,0.8886449,0.71540534,0.8577027,0.762681,0.8813405
12526,0.77413213,0.88706607,0.69737816,0.8486891,0.69383913,0.84691954,0.6550578,0.8275289,0.6951364,0.8475682,0.7264594,0.8632297,0.65426975,0.82713485,0.7126798,0.85633993,0.69538856,0.8476943,0.71542704,0.8577135
12527,0.74864113,0.87432057,0.6840501,0.84202504,0.6882262,0.8441131,0.5850005,0.79250026,0.7218874,0.8609437,0.78942204,0.894711,0.6611783,0.8305892,0.7547233,0.87736166,0.7180961,0.859048,0.71786714,0.85893357
12528,0.6540954,0.8270477,0.62235165,0.8111758,0.672953,0.8364765,0.53852874,0.76926434,0.61161685,0.8058084,0.69132376,0.8456619,0.5568067,0.77840334,0.629647,0.8148235,0.61826736,0.80913365,0.6126088,0.8063044
12529,0.79657465,0.8982873,0.68139625,0.8406981,0.70497227,0.85248613,0.6123143,0.8061571,0.7344963,0.8672482,0.77411747,0.88705873,0.6486598,0.8243299,0.73785126,0.86892563,0.6511783,0.8255892,0.70322335,0.8516117
12530,0.70841837,0.8542092,0.65026605,0.825133,0.6253863,0.8126931,0.56741863,0.7837093,0.6343607,0.81718034,0.62613106,0.8130655,0.5966959,0.79834795,0.60251784,0.8012589,0.5914437,0.7957219,0.6256691,0.81283456
12531,0.68799996,0.844,0.6485481,0.82427406,0.6583631,0.82918155,0.56150866,0.7807543,0.6530324,0.8265162,0.71380246,0.8569012,0.60989314,0.80494654,0.6571136,0.8285568,0.65071887,0.82535946,0.66419816,0.8320991
12532,0.7464603,0.87323016,0.6193038,0.8096519,0.6274222,0.8137111,0.5480137,0.77400684,0.6611536,0.8305768,0.7140542,0.8570271,0.6076164,0.8038082,0.6469675,0.8234837,0.6205094,0.8102547,0.6573281,0.82866406
12533,0.72568214,0.86284107,0.64426744,0.8221337,0.62363505,0.8118175,0.55553985,0.7777699,0.6558017,0.8279009,0.72182083,0.8609104,0.6468232,0.8234116,0.68334705,0.8416735,0.62848127,0.81424063,0.67518413,0.83759207
12565,0.79690623,0.8984531,0.7201934,0.8600967,0.7081571,0.85407853,0.632931,0.8164655,0.7488246,0.8744123,0.8070985,0.90354925,0.6765447,0.83827233,0.7610749,0.88053745,0.7242991,0.86214954,0.7688279,0.88441396
12656,0.6581113,0.82905567,0.70413357,0.85206676,0.59852153,0.79926074,0.59234035,0.7961702,0.66694665,0.8334733,0.63516974,0.8175849,0.6361814,0.8180907,0.6867579,0.84337896,0.6603782,0.8301891,0.6640457,0.83202285
12674,0.7542168,0.8771084,0.7019005,0.85095024,0.7209196,0.8604598,0.6122546,0.8061273,0.7151388,0.8575694,0.78472817,0.8923641,0.67387605,0.836938,0.7371645,0.86858225,0.69760746,0.84880376,0.7291211,0.86456054
12687,0.6997757,0.84988785,0.7173308,0.8586654,0.6536927,0.82684636,0.6151314,0.8075657,0.70648414,0.85324204,0.7170671,0.85853356,0.71528816,0.8576441,0.74385446,0.87192726,0.7341578,0.8670789,0.7335787,0.86678934
12736,0.73105913,0.86552954,0.68172204,0.840861,0.5528825,0.7764412,0.6469139,0.82345694,0.6959844,0.8479922,0.65610635,0.8280532,0.6784245,0.83921224,0.67743886,0.8387194,0.676105,0.8380525,0.65068007,0.82534003
13078,0.7454435,0.8727218,0.6836238,0.8418119,0.6705005,0.83525026,0.6123196,0.8061598,0.7347133,0.86735666,0.7642667,0.88213336,0.6937977,0.84689885,0.73587406,0.867937,0.66787124,0.8339356,0.71486187,0.85743093
13080,0.7073792,0.8536896,0.69967777,0.84983885,0.6509707,0.82548535,0.58341223,0.7917061,0.6944095,0.84720474,0.7125269,0.85626346,0.65006053,0.82503027,0.722847,0.8614235,0.68955386,0.8447769,0.67890656,0.8394533
13146,0.78600264,0.8930013,0.6830114,0.8415057,0.6056353,0.80281764,0.646887,0.82344353,0.7239286,0.8619643,0.7129506,0.8564753,0.67059195,0.835296,0.7046724,0.85233617,0.7121365,0.85606825,0.71720827,0.85860413
13147,0.7592443,0.87962216,0.6706406,0.8353203,0.635412,0.817706,0.637714,0.818857,0.7020093,0.85100466,0.66277313,0.83138657,0.63814366,0.8190718,0.6632426,0.8316213,0.6614461,0.83072305,0.6620312,0.8310156
13148,0.68578005,0.84289,0.605129,0.8025645,0.6178087,0.80890435,0.5318972,0.7659486,0.6900233,0.84501165,0.62492657,0.8124633,0.5596913,0.77984565,0.65694666,0.8284733,0.5393375,0.76966876,0.55530584,0.7776529
13149,0.65802145,0.8290107,0.5886812,0.7943406,0.52302134,0.76151067,0.49220067,0.7461003,0.61006093,0.80503047,0.6200099,0.81000495,0.5484404,0.7742202,0.54804707,0.77402353,0.5502588,0.77512944,0.5865575,0.79327875
13150,0.6998526,0.8499263,0.6726172,0.8363086,0.6552933,0.8276466,0.6270281,0.81351405,0.67019534,0.8350977,0.6451988,0.8225994,0.60786116,0.8039306,0.6639004,0.8319502,0.61664665,0.8083233,0.6476186,0.82380927
13196,0.7322421,0.86612105,0.73419493,0.8670975,0.65136397,0.825682,0.60237503,0.8011875,0.67234826,0.83617413,0.6715016,0.8357508,0.6261593,0.81307966,0.6773726,0.8386863,0.6529353,0.82646763,0.64568,0.82284
13382,0.6831709,0.84158546,0.67357206,0.83678603,0.6576773,0.82883865,0.63519466,0.8175973,0.6482928,0.8241464,0.67296743,0.8364837,0.6546941,0.82734704,0.6724856,0.8362428,0.67688954,0.83844477,0.70265806,0.851329
13461,0.7105517,0.85527587,0.65687287,0.82843643,0.63867337,0.81933665,0.5795336,0.7897668,0.6383023,0.81915116,0.7000253,0.85001266,0.6256753,0.81283766,0.66517925,0.8325896,0.63528425,0.8176421,0.64563334,0.82281667
13475,0.7145642,0.8572821,0.6649722,0.8324861,0.646289,0.8231445,0.5406993,0.7703496,0.6768899,0.83844495,0.7019409,0.85097045,0.6398206,0.8199103,0.68157804,0.840789,0.59326166,0.79663086,0.65993273,0.82996637
13477,0.6938225,0.84691125,0.6148036,0.8074018,0.6423893,0.82119465,0.56956846,0.7847842,0.6345357,0.81726784,0.6885607,0.84428036,0.60425574,0.80212784,0.65795696,0.8289785,0.57537735,0.7876887,0.65241134,0.8262057
13537,0.76679724,0.88339865,0.7216697,0.86083484,0.72727156,0.8636358,0.6456606,0.8228303,0.7317243,0.86586213,0.7102794,0.85513973,0.63527477,0.8176374,0.7203238,0.8601619,0.6487713,0.82438564,0.68985295,0.8449265
13893,0.6446146,0.8223073,0.6546155,0.82730776,0.63974315,0.81987154,0.59192264,0.7959613,0.64512074,0.82256037,0.5462903,0.77314514,0.5260465,0.76302326,0.6318143,0.8159071,0.54025286,0.77012646,0.52911806,0.76455903
13897,0.67888683,0.83944345,0.6075764,0.8037882,0.54342294,0.77171147,0.5655428,0.7827714,0.57823104,0.78911555,0.533349,0.7666745,0.50940466,0.7547023,0.58831054,0.79415524,0.5504215,0.77521074,0.50205153,0.7510258
14744,0.7152034,0.8576017,0.65754473,0.82877237,0.66307676,0.8315384,0.6174273,0.8087137,0.67054033,0.83527017,0.6927725,0.84638625,0.62338555,0.8116928,0.6709626,0.8354813,0.6583191,0.82915956,0.6686029,0.8343015
14862,0.7338511,0.86692554,0.7134975,0.85674876,0.654519,0.82725954,0.657174,0.828587,0.7299403,0.86497015,0.67979336,0.8398967,0.66264164,0.8313208,0.73861897,0.8693095,0.68300855,0.8415043,0.682809,0.8414045
14882,0.7563902,0.8781951,0.7286318,0.86431587,0.70820063,0.85410035,0.64030325,0.8201516,0.74142087,0.87071043,0.69149333,0.84574664,0.6170277,0.8085139,0.7253692,0.8626846,0.6613478,0.83067393,0.65346646,0.82673323
14890,0.77488244,0.8874412,0.70001435,0.8500072,0.68045497,0.8402275,0.5958638,0.7979319,0.7392919,0.86964595,0.7880769,0.89403844,0.6848209,0.84241045,0.75104576,0.87552285,0.69342554,0.84671277,0.7375264,0.8687632
14906,0.6871896,0.8435948,0.6346756,0.8173378,0.6070179,0.80350894,0.6302215,0.81511074,0.6257324,0.8128662,0.59366083,0.7968304,0.60043895,0.8002195,0.61488473,0.80744237,0.62362534,0.81181264,0.6074983,0.80374914
