,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
9587,0.64404094,0.8220205,0.6183983,0.80919915,0.5852126,0.7926063,0.5051068,0.7525534,0.58620846,0.79310423,0.6787372,0.8393686,0.60019946,0.80009973,0.6141172,0.8070586,0.63975,0.819875,0.6444124,0.8222062
12037,0.7015375,0.85076874,0.7079923,0.85399616,0.6770436,0.83852184,0.62390554,0.81195277,0.67486995,0.837435,0.7173358,0.8586679,0.6725663,0.83628315,0.72808826,0.86404413,0.7220329,0.86101645,0.73637104,0.8681855
12116,0.7012851,0.85064256,0.64927065,0.8246353,0.6546885,0.82734424,0.5720186,0.7860093,0.67112684,0.8355634,0.74422777,0.8721139,0.66855526,0.83427763,0.7031682,0.8515841,0.67343473,0.83671737,0.724535,0.8622675
12122,0.7685703,0.88428515,0.6705606,0.8352803,0.6722261,0.83611304,0.5823151,0.79115754,0.6965575,0.84827876,0.7371063,0.86855316,0.61746204,0.808731,0.69391215,0.8469561,0.6591947,0.82959735,0.6761603,0.83808017
12124,0.7092838,0.8546419,0.6593014,0.8296507,0.6530067,0.82650334,0.58884573,0.79442286,0.64483863,0.8224193,0.70489514,0.85244757,0.63419783,0.8170989,0.6719489,0.83597445,0.65620196,0.828101,0.68424547,0.84212273
12141,0.70898646,0.85449326,0.63349426,0.8167471,0.6060556,0.8030278,0.5286072,0.76430357,0.6655251,0.83276254,0.68471146,0.8423557,0.66091144,0.8304557,0.62894315,0.8144716,0.6168414,0.80842066,0.65357465,0.82678735
12143,0.71366835,0.8568342,0.7241094,0.8620547,0.7064943,0.85324717,0.60055006,0.800275,0.69620466,0.84810233,0.73036873,0.86518437,0.64761007,0.82380503,0.73525023,0.8676251,0.673936,0.836968,0.7075991,0.8537996
12149,0.7053971,0.85269856,0.7099526,0.8549763,0.7371881,0.86859405,0.60974824,0.8048741,0.662596,0.831298,0.64918554,0.82459277,0.63032377,0.8151619,0.67788947,0.83894473,0.6537283,0.8268641,0.6632112,0.8316056
12161,0.64672303,0.8233615,0.6062426,0.8031213,0.5932588,0.7966294,0.55344546,0.7767227,0.62984717,0.8149236,0.6500946,0.8250473,0.58247244,0.7912362,0.61763823,0.8088191,0.5966499,0.79832494,0.59713876,0.7985694
12252,0.7427485,0.87137425,0.72289073,0.86144537,0.6766975,0.83834875,0.662958,0.831479,0.71477866,0.85738933,0.71440494,0.8572025,0.65949404,0.829747,0.7489798,0.8744899,0.7056603,0.8528302,0.72056484,0.8602824
12408,0.6114588,0.8057294,0.63214445,0.8160722,0.56640154,0.78320074,0.5557401,0.77787006,0.5818986,0.79094934,0.6208781,0.81043905,0.58676016,0.7933801,0.60366774,0.80183387,0.6178123,0.80890614,0.6310973,0.81554866
12409,0.70592225,0.8529611,0.6533078,0.8266539,0.5978548,0.7989274,0.5817218,0.7908609,0.6189177,0.80945885,0.6644306,0.8322153,0.61999345,0.8099967,0.65157783,0.8257889,0.6188288,0.8094144,0.65280807,0.82640404
12410,0.7251587,0.86257935,0.73411965,0.8670598,0.7111702,0.8555851,0.5971279,0.79856396,0.7038239,0.85191196,0.7010948,0.85054743,0.6699395,0.83496976,0.72812617,0.8640631,0.67530584,0.8376529,0.67847276,0.8392364
12418,0.6539303,0.82696515,0.6159614,0.80798066,0.5979735,0.7989868,0.5899563,0.79497814,0.5815557,0.79077786,0.6314174,0.8157087,0.5911003,0.7955501,0.63194704,0.8159735,0.616444,0.808222,0.6376071,0.81880355
12422,0.65160906,0.82580453,0.60850215,0.8042511,0.5689635,0.78448176,0.5223211,0.76116055,0.6263348,0.8131674,0.63261026,0.81630516,0.6099027,0.8049513,0.589791,0.7948955,0.609223,0.8046115,0.63620883,0.8181044
12435,0.67963386,0.8398169,0.6304673,0.81523365,0.58861256,0.7943063,0.58931386,0.79465693,0.6261736,0.8130868,0.6187462,0.80937314,0.6227624,0.8113812,0.59560156,0.7978008,0.6140147,0.8070073,0.62680346,0.8134017
12436,0.75698876,0.8784944,0.6704121,0.83520603,0.64789426,0.82394713,0.62515897,0.8125795,0.6766974,0.8383487,0.66835797,0.834179,0.60150325,0.8007516,0.69202995,0.846015,0.63925296,0.81962645,0.64181733,0.82090867
12437,0.6713891,0.83569455,0.6562984,0.8281492,0.6471027,0.82355136,0.54343104,0.7717155,0.6602035,0.8301017,0.71945894,0.85972947,0.6419983,0.82099915,0.689298,0.84464896,0.6645373,0.83226866,0.6817205,0.84086025
12447,0.76483935,0.8824197,0.74332297,0.8716615,0.6998375,0.8499187,0.6785184,0.8392592,0.71578294,0.85789144,0.73120916,0.8656046,0.66878486,0.8343924,0.7222778,0.86113894,0.71488357,0.8574418,0.7071744,0.8535872
12448,0.7577059,0.87885296,0.71765625,0.8588281,0.7103754,0.8551877,0.68832636,0.8441632,0.7258096,0.8629048,0.7509016,0.8754508,0.66919565,0.8345978,0.7539152,0.8769576,0.7257223,0.86286116,0.714198,0.857099
12449,0.71439755,0.8571988,0.6201561,0.810078,0.60868776,0.8043439,0.54625225,0.7731261,0.68140876,0.8407044,0.7627834,0.8813917,0.63530636,0.8176532,0.6795578,0.8397789,0.66057545,0.8302877,0.68386817,0.8419341
12450,0.7052223,0.8526112,0.64404553,0.8220228,0.6265023,0.81325114,0.5494149,0.77470744,0.6712085,0.83560425,0.71837133,0.8591857,0.6580517,0.82902586,0.68510354,0.84255177,0.6377484,0.81887424,0.68197584,0.8409879
12451,0.70816135,0.8540807,0.66591245,0.8329562,0.66186255,0.8309313,0.5370755,0.76853776,0.6602161,0.83010805,0.6596947,0.82984734,0.5911417,0.79557085,0.63065404,0.81532705,0.61314607,0.80657303,0.6111988,0.8055994
12452,0.7944802,0.8972401,0.7313291,0.86566454,0.7225273,0.86126363,0.6470747,0.82353735,0.75710243,0.87855124,0.7566594,0.8783297,0.6673275,0.83366376,0.7466562,0.8733281,0.69548213,0.84774107,0.7347032,0.8673516
12453,0.68271583,0.84135795,0.6902583,0.84512913,0.62630427,0.81315213,0.6200445,0.81002223,0.63748443,0.8187422,0.6280942,0.8140471,0.5988835,0.79944175,0.67838573,0.83919287,0.609722,0.804861,0.6247232,0.8123616
12454,0.7609998,0.8804999,0.7075559,0.85377795,0.65083945,0.8254197,0.63112724,0.8155636,0.75299513,0.87649757,0.73651135,0.8682557,0.68915486,0.84457743,0.723783,0.8618915,0.70770764,0.8538538,0.69349736,0.8467487
12455,0.74551237,0.8727562,0.68278897,0.8413945,0.6970632,0.8485316,0.59737617,0.79868805,0.666297,0.8331485,0.7343067,0.86715335,0.6176808,0.8088404,0.7004215,0.8502108,0.68178415,0.8408921,0.6852765,0.84263825
12456,0.7575226,0.8787613,0.68231535,0.8411577,0.67600095,0.8380005,0.59323454,0.79661727,0.7242855,0.86214274,0.73527384,0.8676369,0.6814206,0.8407103,0.69225264,0.8461263,0.66366017,0.8318301,0.69122815,0.8456141
12457,0.7352321,0.86761606,0.671558,0.835779,0.6761629,0.8380815,0.59422386,0.7971119,0.69078815,0.8453941,0.7459848,0.8729924,0.6755245,0.83776224,0.7167765,0.85838825,0.6717787,0.83588934,0.67175263,0.83587635
12458,0.79425347,0.89712673,0.7531338,0.8765669,0.7585013,0.87925065,0.6803301,0.840165,0.74619234,0.87309617,0.74769545,0.8738477,0.6410687,0.82053435,0.7721267,0.88606334,0.6962084,0.84810424,0.703959,0.8519795
12459,0.74330866,0.87165433,0.6290161,0.8145081,0.6296692,0.8148346,0.5602027,0.78010136,0.68046474,0.8402324,0.73016703,0.8650835,0.6360954,0.8180477,0.6861603,0.84308016,0.60873544,0.8043677,0.6648614,0.8324307
12460,0.7988844,0.8994422,0.688738,0.844369,0.68594754,0.84297377,0.61202073,0.80601037,0.75551426,0.87775713,0.8331313,0.91656566,0.6977203,0.84886014,0.7572683,0.87863415,0.7330655,0.86653274,0.76862645,0.8843132
12461,0.75614077,0.87807035,0.68248427,0.84124213,0.71306574,0.8565329,0.6220111,0.8110056,0.6840695,0.84203476,0.74741685,0.8737084,0.6148509,0.80742544,0.70458734,0.85229367,0.69246936,0.8462347,0.6940235,0.84701174
12462,0.7053567,0.85267836,0.71944106,0.8597205,0.71528876,0.8576444,0.64192504,0.82096255,0.6702641,0.83513206,0.67863536,0.8393177,0.60500205,0.802501,0.7085837,0.85429186,0.7153473,0.85767365,0.67327905,0.8366395
12463,0.7389411,0.86947054,0.6711811,0.83559054,0.6887349,0.84436744,0.60012054,0.8000603,0.7133576,0.85667884,0.77304685,0.8865234,0.69089663,0.8454483,0.72660613,0.86330307,0.72124374,0.86062187,0.7445893,0.87229466
12464,0.7862439,0.89312196,0.66221106,0.83110553,0.6765512,0.8382756,0.6158129,0.80790645,0.7212074,0.8606037,0.7883023,0.89415115,0.65952235,0.82976115,0.7250867,0.86254334,0.66181487,0.83090746,0.71456796,0.85728395
12465,0.7298375,0.8649187,0.708229,0.85411453,0.6699454,0.83497274,0.63996625,0.8199831,0.6797202,0.8398601,0.6674589,0.83372945,0.6612632,0.8306316,0.68931746,0.84465873,0.6607694,0.83038473,0.6650912,0.83254564
12466,0.6644913,0.83224565,0.6195079,0.80975395,0.6135923,0.8067962,0.5395004,0.76975024,0.62891793,0.81445897,0.68241674,0.84120834,0.5967452,0.7983726,0.6306976,0.8153488,0.63424563,0.8171228,0.6462209,0.82311046
12467,0.65633535,0.8281677,0.6353612,0.8176806,0.6206502,0.8103251,0.5871835,0.79359174,0.60420215,0.8021011,0.6652701,0.83263505,0.62837154,0.81418574,0.6834668,0.8417334,0.65255797,0.826279,0.64746785,0.8237339
12468,0.6934799,0.84673995,0.65774345,0.8288717,0.6568768,0.8284384,0.55033296,0.7751665,0.71232826,0.8561641,0.721316,0.860658,0.6982733,0.84913665,0.6814318,0.8407159,0.66594017,0.8329701,0.6937934,0.8468967
12469,0.5604516,0.7802258,0.62284267,0.81142133,0.54193634,0.7709682,0.5145804,0.75729024,0.5680928,0.7840464,0.5934156,0.7967078,0.59098315,0.7954916,0.6298866,0.8149433,0.6773654,0.8386827,0.6724086,0.8362043
12470,0.7954539,0.89772695,0.76522195,0.882611,0.75436926,0.8771846,0.6614399,0.83071995,0.78789437,0.8939472,0.7741968,0.88709843,0.71278524,0.8563926,0.7961306,0.8980653,0.70382,0.85191,0.7318726,0.8659363
12471,0.83357966,0.9167898,0.7684252,0.8842126,0.70097166,0.8504858,0.6705881,0.835294,0.81244797,0.906224,0.83486843,0.9174342,0.7655438,0.8827719,0.81613773,0.9080689,0.76995486,0.88497746,0.8188157,0.90940785
12472,0.75314003,0.87657,0.76468354,0.88234174,0.682618,0.841309,0.68966436,0.8448322,0.72935987,0.86467993,0.71968246,0.8598412,0.6768954,0.8384477,0.7791482,0.8895741,0.7521363,0.8760681,0.73118836,0.86559415
12473,0.7164496,0.8582248,0.68162477,0.8408124,0.65175766,0.82587886,0.64535725,0.8226786,0.686277,0.84313846,0.7039367,0.85196835,0.7034033,0.8517016,0.6941942,0.8470971,0.6593136,0.82965684,0.6954549,0.8477274
12474,0.6621342,0.8310671,0.6037859,0.80189294,0.65908,0.82954,0.56161326,0.78080666,0.6114141,0.80570704,0.7109156,0.8554578,0.5835708,0.79178536,0.6546798,0.8273399,0.63609004,0.818045,0.6405253,0.8202627
12475,0.6387104,0.8193552,0.6207351,0.8103676,0.5827553,0.79137766,0.59116983,0.7955849,0.6063061,0.80315304,0.6003418,0.8001709,0.61258876,0.8062944,0.6129329,0.80646646,0.62937874,0.8146894,0.5959935,0.79799676
12476,0.67591333,0.83795667,0.61370033,0.8068502,0.59975743,0.7998787,0.56245124,0.7812256,0.6927321,0.84636605,0.70856905,0.8542845,0.7122375,0.85611874,0.6873358,0.84366786,0.6547239,0.82736194,0.70913094,0.8545655
12477,0.6092675,0.80463374,0.5944824,0.7972412,0.57281256,0.7864063,0.6122234,0.8061117,0.5547279,0.77736396,0.61334044,0.8066702,0.5605886,0.7802943,0.6224113,0.8112056,0.6169111,0.8084556,0.65029144,0.8251457
12478,0.66739106,0.83369553,0.62704396,0.813522,0.61717606,0.808588,0.6063144,0.8031572,0.6297212,0.8148606,0.6884751,0.84423757,0.58579826,0.79289913,0.68143165,0.8407158,0.67254055,0.8362703,0.6615426,0.8307713
12479,0.63210356,0.8160518,0.5763937,0.78819686,0.6008804,0.8004402,0.4757711,0.73788553,0.5955372,0.7977686,0.6816176,0.8408088,0.55910236,0.77955115,0.6224303,0.81121516,0.5980793,0.79903966,0.61965173,0.8098259
12480,0.74634796,0.87317395,0.6918105,0.84590524,0.69818735,0.8490937,0.60115796,0.80057895,0.6991465,0.84957325,0.7602277,0.88011384,0.62256205,0.811281,0.72613764,0.8630688,0.67726135,0.8386307,0.69568837,0.8478442
12481,0.7679414,0.88397074,0.68534154,0.8426708,0.68865234,0.84432614,0.64428604,0.822143,0.71400774,0.85700387,0.7730521,0.88652605,0.6693027,0.83465135,0.74077296,0.8703865,0.7187989,0.85939944,0.73616016,0.8680801
12482,0.7836018,0.8918009,0.6758604,0.8379302,0.6795083,0.83975416,0.60880506,0.80440253,0.75145817,0.8757291,0.78322434,0.8916122,0.7257818,0.8628909,0.73576534,0.86788267,0.6857355,0.84286773,0.73130524,0.8656526
12483,0.6656497,0.8328248,0.6681559,0.83407795,0.6333022,0.8166511,0.59846056,0.7992303,0.6306159,0.815308,0.6896983,0.8448491,0.6514466,0.8257233,0.68127173,0.8406359,0.6909476,0.84547377,0.689257,0.8446285
12484,0.6739491,0.83697456,0.62647456,0.8132373,0.643714,0.821857,0.53296816,0.7664841,0.6569439,0.82847196,0.6713294,0.8356647,0.572325,0.7861625,0.64625716,0.8231286,0.62710226,0.8135511,0.6488546,0.8244273
12485,0.67170274,0.8358514,0.6673813,0.83369064,0.66027725,0.8301386,0.5786462,0.7893231,0.6586422,0.8293211,0.748422,0.874211,0.682666,0.84133303,0.7203485,0.86017424,0.695702,0.84785104,0.7298771,0.86493856
12486,0.74383366,0.87191683,0.722985,0.8614925,0.7196629,0.85983145,0.6199511,0.80997556,0.70451355,0.8522568,0.7274227,0.86371136,0.6570035,0.82850176,0.7550125,0.87750626,0.68907547,0.84453773,0.68007904,0.8400395
12487,0.78791773,0.89395887,0.6938449,0.84692246,0.71810216,0.8590511,0.5717041,0.7858521,0.736374,0.868187,0.7993821,0.89969105,0.6800742,0.8400371,0.7365373,0.8682686,0.6914114,0.8457057,0.7326653,0.86633265
12488,0.6402099,0.82010496,0.72690654,0.86345327,0.694031,0.8470155,0.63491094,0.8174555,0.64350116,0.8217506,0.6031858,0.8015929,0.5645787,0.7822894,0.65608275,0.8280414,0.6555306,0.8277653,0.6175896,0.8087948
12489,0.6213002,0.8106501,0.5883247,0.7941624,0.5957485,0.7978742,0.5430578,0.7715289,0.56811345,0.7840567,0.606761,0.8033805,0.5765416,0.78827083,0.61197156,0.8059858,0.57012546,0.78506273,0.5809242,0.79046214
12490,0.6025207,0.80126035,0.5615489,0.7807745,0.55073565,0.77536786,0.5672223,0.7836112,0.53835183,0.7691759,0.5536657,0.7768328,0.5305091,0.76525456,0.5512566,0.7756283,0.5865755,0.79328775,0.5575068,0.7787534
12491,0.69414353,0.84707177,0.67212725,0.8360636,0.6579968,0.8289984,0.61856854,0.80928427,0.65172184,0.8258609,0.6922587,0.84612936,0.65102994,0.825515,0.69394624,0.8469731,0.6829751,0.8414875,0.6797315,0.83986574
12492,0.7387888,0.8693944,0.63416946,0.8170847,0.67437446,0.83718723,0.61869824,0.8093491,0.6644546,0.8322273,0.6948022,0.84740114,0.5912523,0.79562616,0.6750525,0.83752626,0.6589266,0.8294633,0.62892234,0.8144612
12493,0.6691185,0.83455926,0.6023879,0.80119395,0.5888736,0.7944368,0.5965966,0.7982983,0.60193205,0.800966,0.6862943,0.84314716,0.6314384,0.8157192,0.65357006,0.826785,0.67441106,0.8372055,0.6771016,0.8385508
12494,0.7227186,0.8613593,0.68685746,0.84342873,0.6648042,0.8324021,0.6198819,0.80994093,0.6769936,0.8384968,0.7202155,0.8601078,0.6646481,0.832324,0.71063375,0.8553169,0.72767836,0.86383915,0.71217334,0.8560867
12495,0.7534189,0.87670946,0.7071187,0.8535594,0.67612517,0.8380626,0.5885472,0.7942736,0.7349502,0.8674751,0.7959721,0.89798605,0.70091,0.850455,0.7510576,0.8755288,0.7211529,0.86057645,0.76172316,0.8808616
12496,0.77357495,0.8867875,0.6942272,0.8471136,0.7107452,0.8553726,0.60131574,0.80065787,0.72911173,0.86455584,0.7921329,0.8960664,0.6768132,0.83840656,0.7497952,0.8748976,0.7472528,0.8736264,0.75949764,0.8797488
12497,0.7919842,0.8959921,0.7113954,0.8556977,0.69466716,0.84733355,0.6291354,0.8145677,0.7391715,0.86958575,0.78121096,0.89060545,0.6884982,0.8442491,0.7452656,0.8726328,0.69315696,0.8465785,0.7163003,0.8581501
12498,0.6783707,0.83918536,0.6807522,0.84037614,0.65414095,0.8270705,0.6367042,0.8183521,0.62986624,0.8149331,0.6791898,0.8395949,0.63331676,0.8166584,0.6969095,0.8484547,0.6923803,0.84619015,0.68175656,0.84087825
12499,0.7130395,0.85651976,0.6359608,0.8179804,0.67639166,0.8381958,0.5588799,0.7794399,0.67938876,0.8396944,0.7056266,0.8528133,0.6124258,0.8062129,0.69061255,0.8453063,0.6032399,0.80161995,0.65735495,0.8286775
12500,0.7310419,0.86552095,0.66738683,0.8336934,0.6220483,0.8110242,0.54549056,0.77274525,0.6987198,0.84935987,0.724946,0.862473,0.6824757,0.84123784,0.66419005,0.832095,0.677065,0.8385325,0.69535315,0.8476766
12501,0.60902774,0.8045139,0.56837434,0.7841872,0.5616575,0.7808287,0.52938324,0.7646916,0.5634376,0.7817188,0.5373374,0.7686687,0.52710766,0.76355386,0.5141678,0.7570839,0.5533862,0.7766931,0.54144,0.77072
12502,0.653457,0.82672846,0.6612978,0.8306489,0.5989311,0.79946554,0.5715779,0.78578895,0.65068394,0.82534194,0.57489073,0.78744537,0.6024238,0.8012119,0.6413621,0.82068104,0.57140815,0.7857041,0.56164587,0.78082293
12503,0.6199402,0.80997014,0.5839208,0.79196036,0.61084795,0.805424,0.546949,0.7734745,0.57270867,0.7863543,0.6421553,0.82107764,0.5421041,0.77105206,0.6200085,0.81000423,0.63476515,0.8173826,0.5859959,0.79299796
12504,0.7908722,0.8954361,0.78094095,0.8904705,0.74387294,0.87193644,0.70543724,0.8527186,0.7807302,0.8903651,0.74858,0.87429,0.73950934,0.8697547,0.7988355,0.89941776,0.73115885,0.8655794,0.73613846,0.86806923
12505,0.6724479,0.83622396,0.6236758,0.8118379,0.6609844,0.8304922,0.5650042,0.7825021,0.61733675,0.8086684,0.6585857,0.8292929,0.5500649,0.77503246,0.62914073,0.81457037,0.67563295,0.8378165,0.63345164,0.81672585
12506,0.75051296,0.8752565,0.7244201,0.86221004,0.6936178,0.8468089,0.62129045,0.8106452,0.73383987,0.86691993,0.7440885,0.8720442,0.69955885,0.8497794,0.72910404,0.864552,0.6877066,0.8438533,0.74213636,0.8710682
12507,0.6517166,0.8258583,0.6789131,0.83945656,0.67725295,0.8386265,0.5718572,0.7859286,0.6642943,0.8321471,0.649081,0.8245405,0.6656978,0.8328489,0.66965866,0.83482933,0.6694778,0.8347389,0.6786424,0.8393212
12508,0.73981583,0.8699079,0.63776785,0.8188839,0.6348761,0.817438,0.5362937,0.7681469,0.69594216,0.8479711,0.75110626,0.87555313,0.6463269,0.82316345,0.68127,0.840635,0.6197322,0.8098661,0.6849138,0.84245694
12509,0.68977475,0.8448874,0.68922,0.84461,0.70078385,0.8503919,0.6003926,0.8001963,0.64477444,0.8223872,0.68953013,0.84476507,0.6067284,0.80336416,0.6650946,0.8325473,0.6442858,0.8221429,0.64770496,0.8238525
12510,0.71402854,0.8570143,0.6883788,0.8441894,0.6652285,0.83261424,0.64044416,0.8202221,0.6872987,0.8436494,0.74509716,0.8725486,0.6891401,0.84457004,0.70760125,0.85380065,0.7237973,0.86189866,0.7425467,0.87127334
12511,0.7015703,0.85078514,0.69753885,0.8487694,0.6417824,0.8208912,0.58557713,0.79278857,0.66031826,0.8301591,0.6934966,0.8467483,0.6569825,0.8284912,0.669973,0.8349865,0.6909852,0.8454926,0.69364655,0.8468233
12512,0.6481569,0.82407844,0.6458788,0.8229394,0.55315435,0.7765772,0.5731899,0.786595,0.64072835,0.8203642,0.5924725,0.7962363,0.618345,0.8091725,0.633077,0.8165385,0.67003775,0.8350189,0.60470235,0.8023512
12513,0.6912515,0.84562576,0.60453916,0.8022696,0.63965386,0.81982696,0.5716482,0.78582406,0.6204566,0.8102283,0.6861793,0.84308964,0.5830723,0.79153615,0.64242256,0.8212113,0.6393132,0.8196566,0.65014285,0.82507145
12514,0.7463697,0.87318486,0.7261045,0.86305225,0.7073621,0.8536811,0.62799674,0.81399834,0.7512112,0.8756056,0.7304447,0.86522233,0.649361,0.8246805,0.75831544,0.8791577,0.6681049,0.83405244,0.6828538,0.8414269
12515,0.7122806,0.85614026,0.6695262,0.8347631,0.63053954,0.81526977,0.6183275,0.80916375,0.65906227,0.82953113,0.6886373,0.8443186,0.6535802,0.8267901,0.7082671,0.85413355,0.6993879,0.84969395,0.67851865,0.8392593
12516,0.8107848,0.9053924,0.7357276,0.8678638,0.769544,0.884772,0.6954737,0.84773684,0.7300422,0.8650211,0.69658434,0.8482922,0.6537204,0.8268602,0.7498318,0.8749159,0.68832666,0.8441633,0.70528597,0.852643
12518,0.6672884,0.8336442,0.7267767,0.86338836,0.69156945,0.8457847,0.63545597,0.817728,0.72309196,0.861546,0.6822028,0.8411014,0.71792865,0.8589643,0.74343234,0.87171614,0.7108609,0.8554305,0.7006554,0.85032773
12519,0.71501493,0.85750747,0.6705785,0.83528924,0.6144255,0.8072127,0.57493645,0.7874682,0.6435939,0.82179695,0.6458187,0.82290936,0.60248,0.80123997,0.64878356,0.8243918,0.6197667,0.80988336,0.6235616,0.8117808
12520,0.743883,0.8719415,0.6771778,0.8385889,0.64804596,0.824023,0.5819468,0.7909734,0.6815121,0.84075606,0.7093754,0.8546877,0.59430504,0.7971525,0.6622987,0.83114934,0.62130344,0.8106517,0.66634333,0.83317167
12521,0.7649698,0.8824849,0.7048929,0.85244644,0.70919585,0.8545979,0.6239655,0.81198275,0.7217204,0.8608602,0.70649356,0.8532468,0.63394564,0.81697285,0.7132278,0.8566139,0.63828003,0.81914,0.6809846,0.8404923
12523,0.68786067,0.84393036,0.6625188,0.83125937,0.66339684,0.8316984,0.6255588,0.8127794,0.6140821,0.80704105,0.6747022,0.8373511,0.6129454,0.80647266,0.680802,0.840401,0.6653137,0.83265686,0.68469864,0.8423493
12525,0.81844616,0.9092231,0.717054,0.858527,0.7511917,0.8755958,0.61616814,0.8080841,0.8048693,0.90243465,0.82829595,0.914148,0.7414529,0.87072647,0.7880264,0.89401317,0.7346184,0.8673092,0.7827407,0.89137036
12526,0.7479331,0.8739666,0.660278,0.83013904,0.6804528,0.8402264,0.6115326,0.80576634,0.6628617,0.83143085,0.70773774,0.85386884,0.6023543,0.80117714,0.6967231,0.84836155,0.6745311,0.83726555,0.6705083,0.8352542
12527,0.7630402,0.8815201,0.6951537,0.84757686,0.6779235,0.8389617,0.6215171,0.8107586,0.7098515,0.85492575,0.7687967,0.88439834,0.6717584,0.8358792,0.7487414,0.8743707,0.7056868,0.8528434,0.7062203,0.8531102
12528,0.6518591,0.8259295,0.6281931,0.81409657,0.6585385,0.8292693,0.5605614,0.7802807,0.6093843,0.80469215,0.7194265,0.85971326,0.59044445,0.7952222,0.6930055,0.8465028,0.69745874,0.8487294,0.65889424,0.82944715
